benchmark,case_id,phase,strip_id,alpha_rad,alpha_sep_rad,strip_area_m2,normalized_strip_weight,region_A,region_L,region_P,wA,wL,wP,canonical_eligible
yang2025,aoa_0,0.078125,6,-0.32214407151996033,0.08726646259971647,0.0027083333333333282,0.08333333333333326,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.078125,7,-0.350901268681104,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.078125,8,-0.3790656762695413,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.078125,9,-0.40661217078698,0.08726646259971647,0.0027083333333333287,0.08333333333333327,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.078125,10,-0.4335204627014765,0.08726646259971647,0.0027083333333333317,0.08333333333333337,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.078125,11,-0.4597748822146957,0.08726646259971647,0.0027083333333333326,0.0833333333333334,0,0,1,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,0,-0.13636432201947027,0.08726646259971647,0.00270833333333333,0.08333333333333331,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,1,-0.16725519778698975,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,2,-0.19782728367244018,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,3,-0.2280293185742328,0.08726646259971647,0.0027083333333333295,0.0833333333333333,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,4,-0.2578139662019141,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,5,-0.28713814249840275,0.08726646259971647,0.0027083333333333313,0.08333333333333336,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,6,-0.3159632437318811,0.08726646259971647,0.0027083333333333282,0.08333333333333326,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,7,-0.34425527748929763,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,8,-0.37198490214753976,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,9,-0.3991273830695218,0.08726646259971647,0.0027083333333333287,0.08333333333333327,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,10,-0.42566247570417337,0.08726646259971647,0.0027083333333333317,0.08333333333333337,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.0859375,11,-0.4515742469604774,0.08726646259971647,0.0027083333333333326,0.0833333333333334,0,0,1,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,0,-0.13320021021738612,0.08726646259971647,0.00270833333333333,0.08333333333333331,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,1,-0.16339782444150255,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,2,-0.19329780747507744,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,3,-0.2228519507105766,0.08726646259971647,0.0027083333333333295,0.0833333333333333,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,4,-0.25201556314002255,0.08726646259971647,0.0027083333333333304,0.08333333333333333,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,5,-0.2807477762418785,0.08726646259971647,0.0027083333333333313,0.08333333333333336,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,6,-0.30901176269264835,0.08726646259971647,0.0027083333333333282,0.08333333333333326,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,7,-0.33677487022376545,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,8,-0.36400867480896787,0.08726646259971647,0.002708333333333331,0.08333333333333334,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,9,-0.39068895970583406,0.08726646259971647,0.0027083333333333287,0.08333333333333327,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,10,-0.4167956286231757,0.08726646259971647,0.0027083333333333317,0.08333333333333337,0,1,0,0.0,0.9166666666666666,0.08333333333333341,false
yang2025,aoa_0,0.09375,11,-0.4423125624308239,0.08726646259971647,0.0027083333333333326,0.0833333333333334,0,0,1,0.0,0.9166666666666666,0.08333333333333341,false
